,X,Y,X_dms,Y-dms,primaryind,nummer,brunnenart,historisch,wasserart_,bezeichnun,qid
587,8.52311463,47.32467531,"E8°31'23.21","N47°19'28.83",588,729,Brunnen des Verschönerungsvereins,1924,Verteilnetz,Entlisbergkopf,
588,8.524630221,47.32916705,"E8°31'28.66","N47°19'45.00",589,716,Brunnen des Verschönerungsvereins,1903,Quellwasser,,
589,8.497616219,47.37842902,"E8°29'51.41","N47°22'42.34",590,920.2,Brunnen in städtischer Liegenschaft,,Verteilnetz,Sportplatz Utogrund,
590,8.516615703,47.3334415,"E8°30'59.81","N47°20'0.389",591,531,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Leimbach,
591,8.473294758,47.38815176,"E8°28'23.86","N47°23'17.34",592,990,Brunnen in städtischer Liegenschaft,1975,Verteilnetz,Schulhaus Loogarten,
592,8.514272769,47.3248989,"E8°30'51.38","N47°19'29.63",593,117,öffentlicher Brunnen,1903,Verteilnetz,,
593,8.513021945,47.32874325,"E8°30'46.87","N47°19'43.47",594,137,öffentlicher Brunnen,1930,Verteilnetz,Manegg-Promenade,
594,8.513411737,47.33006643,"E8°30'48.28","N47°19'48.23",595,766,privater Brunnen,1949,Verteilnetz,beim Zugang zum Kindergartengebäude,
595,8.568366928,47.40071612,"E8°34'6.120","N47°24'2.578",596,721,Brunnen des Verschönerungsvereins,,Quellwasser,,
596,8.562602656,47.37774757,"E8°33'45.36","N47°22'39.89",597,326,öffentlicher Brunnen,1905,Verteilnetz,,
597,8.517599354,47.3761577,"E8°31'3.357","N47°22'34.16",598,1155,Brunnen in städtischer Liegenschaft,1991,Verteilnetz,Kindergarten,
598,8.556078254,47.37465131,"E8°33'21.88","N47°22'28.74",599,324,öffentlicher Brunnen,1905,Quellwasser,,
599,8.55929132,47.37516989,"E8°33'33.44","N47°22'30.61",600,1122,privater Brunnen,1986,Verteilnetz,Zürichbergstrasse 58,
600,8.583952528,47.36892615,"E8°35'2.229","N47°22'8.134",601,822,öffentlicher Brunnen,1974,Quellwasser,,
601,8.554023828,47.36505906,"E8°33'14.48","N47°21'54.21",602,304,öffentlicher Brunnen,1919,Quellwasser,,Q27229914
602,8.551522643,47.36801835,"E8°33'5.481","N47°22'4.866",603,318,öffentlicher Brunnen,1903,Quellwasser,,
603,8.48276833,47.38084079,"E8°28'57.96","N47°22'51.02",604,632.1,Brunnen in städtischer Liegenschaft,1955,Verteilnetz,Schulhaus Untermoos,
604,8.526253002,47.36970535,"E8°31'34.51","N47°22'10.93",605,175,öffentlicher Brunnen,1947,Verteilnetz,Manessestrasse,
605,8.539808924,47.38720601,"E8°32'23.31","N47°23'13.94",606,289,öffentlicher Brunnen,1930,Quellwasser,Anlage,
606,8.507050869,47.36719013,"E8°30'25.38","N47°22'1.884",607,205,öffentlicher Brunnen,1942,Verteilnetz,,
607,8.504749061,47.36265685,"E8°30'17.09","N47°21'45.56",608,194,öffentlicher Brunnen,1929,Quellwasser,,
608,8.496491923,47.371756,"E8°29'47.37","N47°22'18.32",609,633.1,Brunnen in städtischer Liegenschaft,1957,Verteilnetz,Schulhaus Letzi (Br. bei Sportplatz),
609,8.493943864,47.37253844,"E8°29'38.19","N47°22'21.13",610,6080,Notwasserbrunnen,1998,Quellwasser,,
610,8.501308396,47.4107043,"E8°30'4.710","N47°24'38.53",611,728,Brunnen des Verschönerungsvereins,1994,Verteilnetz,Holderbachhütte,
611,8.546832735,47.367986,"E8°32'48.59","N47°22'4.749",612,782,privater Brunnen,,Verteilnetz,,
612,8.536889926,47.37296914,"E8°32'12.80","N47°22'22.68",613,49,öffentlicher Brunnen,1974,Quellwasser,Füsslistrasse,
613,8.475173214,47.38379825,"E8°28'30.62","N47°23'1.673",614,427,öffentlicher Brunnen,1944,Quellwasser,Friedhof Altstetten,Q27229967
614,8.567609099,47.35027668,"E8°34'3.392","N47°21'0.996",615,371,öffentlicher Brunnen,1870,Quellwasser,,
615,8.559581739,47.35174027,"E8°33'34.49","N47°21'6.264",616,406,öffentlicher Brunnen,1935,Verteilnetz,,Q27229697
616,8.544929286,47.37820518,"E8°32'41.74","N47°22'41.53",617,24,öffentlicher Brunnen,1862,Quellwasser,,
617,8.577877111,47.38248954,"E8°34'40.35","N47°22'56.96",618,1197,Brunnen des Verschönerungsvereins,1999,Verteilnetz,,
618,8.535947688,47.3451907,"E8°32'9.411","N47°20'42.68",619,545,Brunnen in städtischer Liegenschaft,1962,Verteilnetz,GZ Wollishofen,
619,8.53169316,47.38471166,"E8°31'54.09","N47°23'4.961",620,253,öffentlicher Brunnen,1930,Quellwasser,auf Traminsel,Q27230185
620,8.478155441,47.38966922,"E8°28'41.35","N47°23'22.80",621,421,öffentlicher Brunnen,1935,Verteilnetz,,
621,8.535379198,47.40088972,"E8°32'7.365","N47°24'3.202",622,773,privater Brunnen,1817,Quellwasser,Radiostudio,
622,8.478094068,47.41453606,"E8°28'41.13","N47°24'52.32",623,1195,privater Brunnen,1998,Verteilnetz,,
623,8.535251371,47.39401937,"E8°32'6.904","N47°23'38.46",624,6065,Notwasserbrunnen,1988,Quellwasser,,
624,8.505172025,47.32383724,"E8°30'18.61","N47°19'25.81",625,1194,öffentlicher Brunnen,1998,Quellwasser,Risweg bei 112,
625,8.597484354,47.36719899,"E8°35'50.94","N47°22'1.916",626,708,Brunnen des Verschönerungsvereins,1902,Quellwasser,,
626,8.539041498,47.37571789,"E8°32'20.54","N47°22'32.58",627,57,öffentlicher Brunnen,1936,Verteilnetz,,
627,8.532265296,47.33841547,"E8°31'56.15","N47°20'18.29",628,158,öffentlicher Brunnen,1948,Verteilnetz,Honeggerweg,Q27230215
628,8.517594599,47.34186129,"E8°31'3.340","N47°20'30.70",629,153,öffentlicher Brunnen,2000,Verteilnetz,Höcklerbrücke,
629,8.534021094,47.34243154,"E8°32'2.475","N47°20'32.75",630,528,Brunnen in städtischer Liegenschaft,1957,Verteilnetz,Schulhaus Wollishofen,
630,8.54126678,47.41353001,"E8°32'28.56","N47°24'48.70",631,6081,Notwasserbrunnen,2001,Quellwasser,,
631,8.551665287,47.37594784,"E8°33'5.995","N47°22'33.41",632,1211,privater Brunnen,,Verteilnetz,Im Park,
632,8.51304568,47.39418419,"E8°30'46.96","N47°23'39.06",633,1214,öffentlicher Brunnen,2002,Quellwasser,,
633,8.528850241,47.34666048,"E8°31'43.86","N47°20'47.97",634,167,öffentlicher Brunnen,1969,Quellwasser,Othmar Schöck-Brunnen,Q27229997
634,8.527788648,47.34990422,"E8°31'40.03","N47°20'59.65",635,154,öffentlicher Brunnen,1943,Quellwasser,,
635,8.578749707,47.36738554,"E8°34'43.49","N47°22'2.587",636,309,öffentlicher Brunnen,1887,Quellwasser,beim Restaurant,
636,8.505682329,47.35094116,"E8°30'20.45","N47°21'3.388",637,697,Brunnen mit eigener Versorgung,,Quellwasser,Baumschule GSZ,
637,8.541106738,47.38513695,"E8°32'27.98","N47°23'6.493",638,587.3,Brunnen in städtischer Liegenschaft,1790,Quellwasser,Trinkbrunnen,Q27229648
638,8.50240955,47.39767974,"E8°30'8.674","N47°23'51.64",639,6082,Notwasserbrunnen,2002,Quellwasser,,
639,8.552008477,47.35384078,"E8°33'7.230","N47°21'13.82",640,398,öffentlicher Brunnen,1910,Quellwasser,"Schweizerpsalm, Quaianlage Zürichhorn",
640,8.517955697,47.39484797,"E8°31'4.640","N47°23'41.45",641,6086,Notwasserbrunnen,2001,Quellwasser,Im Sydefädeli gegenüber 33,
641,8.522032618,47.39461541,"E8°31'19.31","N47°23'40.61",642,435,öffentlicher Brunnen,1816,Quellwasser,,
642,8.527370276,47.40042793,"E8°31'38.53","N47°24'1.540",643,449,öffentlicher Brunnen,1976,Verteilnetz,oberer Spielplatz,
643,8.541333671,47.38836876,"E8°32'28.80","N47°23'18.12",644,261,öffentlicher Brunnen,1914,Quellwasser,,
644,8.518002035,47.33618238,"E8°31'4.807","N47°20'10.25",645,147,öffentlicher Brunnen,1938,Verteilnetz,,
645,8.562524524,47.40292639,"E8°33'45.08","N47°24'10.53",646,1107,Brunnen in städtischer Liegenschaft,1985,Verteilnetz,bei WVZ-Wasserabgabeschacht,
646,8.544523957,47.41062082,"E8°32'40.28","N47°24'38.23",647,476.2,öffentlicher Brunnen,,Verteilnetz,Wasserspiel,
647,8.549058923,47.3898538,"E8°32'56.61","N47°23'23.47",648,1078,öffentlicher Brunnen,1983,Verteilnetz,vor Frohburgstrasse 57,
648,8.528905844,47.39330364,"E8°31'44.06","N47°23'35.89",649,448,öffentlicher Brunnen,1905,Quellwasser,,
649,8.593032181,47.37779037,"E8°35'34.91","N47°22'40.04",650,961,Brunnen des Verschönerungsvereins,,Verteilnetz,,
650,8.516487629,47.33157688,"E8°30'59.35","N47°19'53.67",651,128,öffentlicher Brunnen,1916,Verteilnetz,Soodstrasse,Q27229857
651,8.55540433,47.35714709,"E8°33'19.45","N47°21'25.72",652,615,Brunnen in städtischer Liegenschaft,1934,Verteilnetz,Schulhaus  Seefeld  bei der Turnhalle,
652,8.550533756,47.37278182,"E8°33'1.921","N47°22'22.01",653,334,öffentlicher Brunnen,1908,Quellwasser,,
653,8.60937744,47.3619064,"E8°36'33.75","N47°21'42.86",654,306,öffentlicher Brunnen,1861,Verteilnetz,Luckenbrunnen,
654,8.560502005,47.36871197,"E8°33'37.80","N47°22'7.363",655,602,Brunnen in städtischer Liegenschaft,,Quellwasser,unterhalb Turnhalle,
655,8.545730518,47.37518729,"E8°32'44.62","N47°22'30.67",656,51,öffentlicher Brunnen,1953,Verteilnetz,bei der Schienhutgasse,
656,8.533038385,47.34702985,"E8°31'58.93","N47°20'49.30",657,130,öffentlicher Brunnen,1926,Quellwasser,,
657,8.542193252,47.39410769,"E8°32'31.89","N47°23'38.78",658,748,privater Brunnen,1934,Verteilnetz,,
658,8.540224304,47.42738586,"E8°32'24.80","N47°25'38.58",659,681,Brunnen in städtischer Liegenschaft,1958,Verteilnetz,"Schulhaus Buchwiesen III, Schulpavillon",
659,8.487880273,47.37367665,"E8°29'16.36","N47°22'25.23",660,626,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus In der Ey,
660,8.540617353,47.37389758,"E8°32'26.22","N47°22'26.03",661,31,öffentlicher Brunnen,1874,Quellwasser,,
661,8.541267285,47.37292473,"E8°32'28.56","N47°22'22.52",662,14,öffentlicher Brunnen,1667,Quellwasser,,Q27229903
662,8.49688925,47.42383732,"E8°29'48.80","N47°25'25.81",663,6063,Notwasserbrunnen,1986,Verteilnetz,Buswendeschleife,
663,8.5186865,47.37453769,"E8°31'7.271","N47°22'28.33",664,197,öffentlicher Brunnen,1931,Verteilnetz,,Q27229687
664,8.518369596,47.41440842,"E8°31'6.130","N47°24'51.87",665,482,öffentlicher Brunnen,1937,Quellwasser,Kirchengemeindehaus,
665,8.542527887,47.37163903,"E8°32'33.10","N47°22'17.90",666,50,öffentlicher Brunnen,1919,Verteilnetz,hinter Rathaus,
666,8.533117443,47.36641939,"E8°31'59.22","N47°21'59.10",667,104,öffentlicher Brunnen,1887,Quellwasser,,
667,8.51500621,47.4121622,"E8°30'54.02","N47°24'43.78",668,690,Brunnen in städtischer Liegenschaft,1966,Verteilnetz,Areal städt. Wohnkolonie,Q27230223
668,8.532781513,47.41036431,"E8°31'58.01","N47°24'37.31",669,489,öffentlicher Brunnen,1946,Verteilnetz,,
669,8.529295063,47.41016731,"E8°31'45.46","N47°24'36.60",670,661,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Maienstrasse,
670,8.52722898,47.41051571,"E8°31'38.02","N47°24'37.85",671,6062,Notwasserbrunnen,1986,Quellwasser,,
671,8.520414683,47.3509775,"E8°31'13.49","N47°21'3.519",672,127,öffentlicher Brunnen,1973,Verteilnetz,Dragonerbrunnen,
672,8.551603667,47.35795187,"E8°33'5.773","N47°21'28.62",673,391,öffentlicher Brunnen,1903,Quellwasser,,
673,8.535546963,47.40274027,"E8°32'7.969","N47°24'9.864",674,303,privater Brunnen,1959,Verteilnetz,,
674,8.54178736,47.3713433,"E8°32'30.43","N47°22'16.83",675,44,öffentlicher Brunnen,1908,Quellwasser,,Q27229888
675,8.532175217,47.36552991,"E8°31'55.83","N47°21'55.90",676,136,öffentlicher Brunnen,1929,Quellwasser,,Q27230180
676,8.593688314,47.35978619,"E8°35'37.27","N47°21'35.23",677,312,öffentlicher Brunnen,,Quellwasser,,
677,8.571194835,47.36380366,"E8°34'16.30","N47°21'49.69",678,363,öffentlicher Brunnen,1955,Quellwasser,,
678,8.554823657,47.36340688,"E8°33'17.36","N47°21'48.26",679,375,öffentlicher Brunnen,1870,Quellwasser,,
679,8.536202911,47.33778732,"E8°32'10.33","N47°20'16.03",680,118,öffentlicher Brunnen,1904,Quellwasser,,
680,8.50739724,47.32492893,"E8°30'26.63","N47°19'29.74",681,1056,Brunnen in städtischer Liegenschaft,1981,Quellwasser,Reservoir Leimbach,
681,8.510475275,47.37556762,"E8°30'37.71","N47°22'32.04",682,550.2,Brunnen in städtischer Liegenschaft,1912,Quellwasser,Friedhof Sihlfeld A,Q27230057
682,8.510280473,47.37569876,"E8°30'37.00","N47°22'32.51",683,550.1,Brunnen in städtischer Liegenschaft,1912,Quellwasser,Friedhof Sihlfeld A,
683,8.523247476,47.37136032,"E8°31'23.69","N47°22'16.89",684,188,öffentlicher Brunnen,1927,Quellwasser,Bahnhof Wiedikon,Q27229676
684,8.560810023,47.36372268,"E8°33'38.91","N47°21'49.40",685,321,öffentlicher Brunnen,1904,Quellwasser,,
685,8.56613676,47.35200043,"E8°33'58.09","N47°21'7.201",686,384,öffentlicher Brunnen,1877,Quellwasser,,
686,8.54978427,47.36332259,"E8°32'59.22","N47°21'47.96",687,410,öffentlicher Brunnen,1942,Quellwasser,,Q27230186
687,8.551157867,47.36278786,"E8°33'4.168","N47°21'46.03",688,370,öffentlicher Brunnen,1870,Quellwasser,,
688,8.553947161,47.36242285,"E8°33'14.20","N47°21'44.72",689,617,Brunnen in städtischer Liegenschaft,1952,Verteilnetz,Schulhaus Mühlebachstrasse,
689,8.530704181,47.38348909,"E8°31'50.53","N47°23'0.560",690,245,öffentlicher Brunnen,1903,Quellwasser,,
690,8.542534252,47.38534007,"E8°32'33.12","N47°23'7.224",691,266,öffentlicher Brunnen,1903,Quellwasser,,
691,8.46908714,47.38866764,"E8°28'8.713","N47°23'19.20",692,797,privater Brunnen,,Verteilnetz,Wohnsiedlung BG Limmattal,
692,8.591186466,47.37420549,"E8°35'28.27","N47°22'27.13",693,707,Brunnen des Verschönerungsvereins,1951,Verteilnetz,Försterbrunnen,
693,8.543770351,47.40983124,"E8°32'37.57","N47°24'35.39",694,1228,öffentlicher Brunnen,2003,Verteilnetz,,Q27230094
694,8.51649201,47.38945787,"E8°30'59.37","N47°23'22.04",695,1229,öffentlicher Brunnen,2003,Quellwasser,Schiffbau-/Technoparkstrasse,
695,8.547992517,47.38472667,"E8°32'52.77","N47°23'5.016",696,1225,öffentlicher Brunnen,2003,Quellwasser,Universitätsstrasse vor 111,Q27229818
696,8.508406402,47.42296125,"E8°30'30.26","N47°25'22.66",697,650,Brunnen in städtischer Liegenschaft,,Verteilnetz,Kindergarten,
697,8.505139438,47.37978483,"E8°30'18.50","N47°22'47.22",698,1235,öffentlicher Brunnen,1955,Verteilnetz,"Heiligfeld, beim Spielplatz",
698,8.552899147,47.35976314,"E8°33'10.43","N47°21'35.14",699,6008,Notwasserbrunnen,1977,Quellwasser,,
699,8.49249503,47.37234809,"E8°29'32.98","N47°22'20.45",700,1226,Brunnen in städtischer Liegenschaft,2003,Verteilnetz,Schulhaus Altweg,
700,8.519727739,47.36915712,"E8°31'11.01","N47°22'8.965",701,168,öffentlicher Brunnen,1764,Quellwasser,,
701,8.595901429,47.39705913,"E8°35'45.24","N47°23'49.41",702,1111,öffentlicher Brunnen,1986,Verteilnetz,Tramendstation Stettbach,
702,8.535668165,47.37589145,"E8°32'8.405","N47°22'33.20",703,6050,Notwasserbrunnen,1984,Quellwasser,,
703,8.525409346,47.38059209,"E8°31'31.47","N47°22'50.13",704,6083,Notwasserbrunnen,2004,Quellwasser,,
704,8.549830779,47.42187034,"E8°32'59.39","N47°25'18.73",705,487,öffentlicher Brunnen,1941,Verteilnetz,Endstation Seebach,
705,8.501329691,47.38000242,"E8°30'4.786","N47°22'48.00",706,1233,öffentlicher Brunnen,,Verteilnetz,Eingang Freibad Letzigraben,
706,8.567917192,47.36709556,"E8°34'4.501","N47°22'1.544",707,342,privater Brunnen,1999,Verteilnetz,FIFA Sonnenberg,
707,8.520685478,47.38837525,"E8°31'14.46","N47°23'18.15",708,1240,privater Brunnen,2004,Quellwasser,,
708,8.524312647,47.33392725,"E8°31'27.52","N47°20'2.138",709,1243,öffentlicher Brunnen,2005,Verteilnetz,Überdeckung Entlisberg,
709,8.483514282,47.37741173,"E8°29'0.651","N47°22'38.68",710,6040,Notwasserbrunnen,1981,Quellwasser,,
710,8.511679997,47.32480505,"E8°30'42.04","N47°19'29.29",711,6044,Notwasserbrunnen,1982,Quellwasser,,
711,8.478562935,47.38662153,"E8°28'42.82","N47°23'11.83",712,6045,Notwasserbrunnen,1982,Quellwasser,,
712,8.500357741,47.38296358,"E8°30'1.287","N47°22'58.66",713,6070,Notwasserbrunnen,1990,Quellwasser,,
713,8.5567774,47.36602172,"E8°33'24.39","N47°21'57.67",714,6072,Notwasserbrunnen,1992,Quellwasser,,
714,8.546425041,47.4131023,"E8°32'47.13","N47°24'47.16",715,6075,Notwasserbrunnen,1995,Quellwasser,,
715,8.484092459,47.39681062,"E8°29'2.732","N47°23'48.51",716,6005,Notwasserbrunnen,1977,Quellwasser,,
716,8.486663317,47.38464136,"E8°29'11.98","N47°23'4.708",717,6009,Notwasserbrunnen,1977,Quellwasser,bei Schulhaus,
717,8.53440887,47.3415116,"E8°32'3.871","N47°20'29.44",718,6011,Notwasserbrunnen,1977,Quellwasser,bei Schulhaus,
718,8.516564855,47.37716259,"E8°30'59.63","N47°22'37.78",719,6001,Notwasserbrunnen,1976,Quellwasser,,
719,8.549246717,47.36888622,"E8°32'57.28","N47°22'7.990",720,6002,Notwasserbrunnen,1976,Quellwasser,,
720,8.469744777,47.39107032,"E8°28'11.08","N47°23'27.85",721,6003,Notwasserbrunnen,1976,Quellwasser,,
721,8.51535278,47.3338994,"E8°30'55.27","N47°20'2.037",722,6010,Notwasserbrunnen,1977,Quellwasser,bei Schulhaus,
722,8.494849231,47.39779864,"E8°29'41.45","N47°23'52.07",723,6012,Notwasserbrunnen,1977,Quellwasser,,
723,8.555821251,47.37768992,"E8°33'20.95","N47°22'39.68",724,6015,Notwasserbrunnen,1978,Quellwasser,,
724,8.525715863,47.38725306,"E8°31'32.57","N47°23'14.11",725,6016,Notwasserbrunnen,1978,Quellwasser,,
725,8.549429308,47.37551761,"E8°32'57.94","N47°22'31.86",726,6017,Notwasserbrunnen,1978,Quellwasser,bei Universitätsspital,
726,8.547492741,47.38657709,"E8°32'50.97","N47°23'11.67",727,6022,Notwasserbrunnen,1979,Quellwasser,,
727,8.503073979,47.37407345,"E8°30'11.06","N47°22'26.66",728,6026,Notwasserbrunnen,1979,Quellwasser,,
728,8.510832788,47.39019849,"E8°30'38.99","N47°23'24.71",729,6027,Notwasserbrunnen,1980,Quellwasser,Migros Herdern,
729,8.59630019,47.36034316,"E8°35'46.68","N47°21'37.23",730,6029,Notwasserbrunnen,1980,Quellwasser,,
730,8.531377351,47.38416864,"E8°31'52.95","N47°23'3.007",731,6033,Notwasserbrunnen,1980,Quellwasser,,
731,8.515395095,47.38212733,"E8°30'55.42","N47°22'55.65",732,6034,Notwasserbrunnen,1980,Quellwasser,,
732,8.516668635,47.35927913,"E8°31'0.007","N47°21'33.40",733,6035,Notwasserbrunnen,1980,Quellwasser,,
733,8.511007246,47.35462247,"E8°30'39.62","N47°21'16.64",734,6036,Notwasserbrunnen,1981,Quellwasser,,
734,8.530448999,47.37376263,"E8°31'49.61","N47°22'25.54",735,6037,Notwasserbrunnen,1981,Quellwasser,,
735,8.53336945,47.33655684,"E8°32'0.130","N47°20'11.60",736,6039,Notwasserbrunnen,1981,Quellwasser,,
736,8.522917538,47.39705745,"E8°31'22.50","N47°23'49.40",737,6047,Notwasserbrunnen,1983,Quellwasser,,
737,8.526577798,47.35167041,"E8°31'35.68","N47°21'6.013",738,6052,Notwasserbrunnen,1985,Quellwasser,,
738,8.5503773,47.39949004,"E8°33'1.358","N47°23'58.16",739,6056,Notwasserbrunnen,1985,Quellwasser,UNI Irchel,
739,8.547276241,47.37254616,"E8°32'50.19","N47°22'21.16",740,6057,Notwasserbrunnen,1985,Quellwasser,,
740,8.527312678,47.41393133,"E8°31'38.32","N47°24'50.15",741,6058,Notwasserbrunnen,1985,Quellwasser,,
741,8.569866685,47.35945178,"E8°34'11.52","N47°21'34.02",742,6066,Notwasserbrunnen,1988,Quellwasser,,
742,8.483073834,47.39206634,"E8°28'59.06","N47°23'31.43",743,6068,Notwasserbrunnen,1988,Quellwasser,,
743,8.542759302,47.40497626,"E8°32'33.93","N47°24'17.91",744,6071,Notwasserbrunnen,1992,Quellwasser,,
744,8.558796338,47.40827488,"E8°33'31.66","N47°24'29.78",745,1186,öffentlicher Brunnen,1996,Quellwasser,,
745,8.56814176,47.3863418,"E8°34'5.310","N47°23'10.83",746,511,öffentlicher Brunnen,1970,Verteilnetz,beim Leuchturm Escherhöhe,
746,8.524923951,47.3352631,"E8°31'29.72","N47°20'6.947",747,141,öffentlicher Brunnen,1932,Verteilnetz,,
747,8.564756844,47.37828452,"E8°33'53.12","N47°22'41.82",748,1231,privater Brunnen,2003,Verteilnetz,Kirche St. Martin,
748,8.571832572,47.36098103,"E8°34'18.59","N47°21'39.53",749,354,öffentlicher Brunnen,1936,Verteilnetz,,Q27230179
749,8.513695919,47.37953473,"E8°30'49.30","N47°22'46.32",750,1096,Brunnen in städtischer Liegenschaft,1984,Verteilnetz,Anlage Bullingerhof,
750,8.49107216,47.42902447,"E8°29'27.85","N47°25'44.48",751,665,Brunnen in städtischer Liegenschaft,1947,Verteilnetz,Katzensee,
751,8.493428594,47.43081971,"E8°29'36.34","N47°25'50.95",752,945,Brunnen in städtischer Liegenschaft,,Verteilnetz,,
752,8.536775328,47.38651312,"E8°32'12.39","N47°23'11.44",753,1121,Brunnen in städtischer Liegenschaft,,Quellwasser,Schindlerpark,
753,8.539302059,47.36918642,"E8°32'21.48","N47°22'9.071",754,17,öffentlicher Brunnen,1793,Verteilnetz,,
754,8.493201067,47.36190825,"E8°29'35.52","N47°21'42.86",755,1246,Brunnen des Verschönerungsvereins,2005,Quellwasser,,
755,8.510183271,47.37012986,"E8°30'36.65","N47°22'12.46",756,210,öffentlicher Brunnen,1952,Quellwasser,Kiosk,
756,8.487683345,47.40961864,"E8°29'15.66","N47°24'34.62",757,6076,Notwasserbrunnen,1996,Quellwasser,vor Reservoir Giblen,
757,8.551790929,47.40040968,"E8°33'6.447","N47°24'1.474",758,929,privater Brunnen,,Verteilnetz,Tierspital,
758,8.488411186,47.39133201,"E8°29'18.28","N47°23'28.79",759,6041,Notwasserbrunnen,1982,Quellwasser,,
759,8.539470628,47.37789872,"E8°32'22.09","N47°22'40.43",760,1008,privater Brunnen,,Verteilnetz,Halle,
760,8.573109395,47.34945975,"E8°34'23.19","N47°20'58.05",761,622,Brunnen in städtischer Liegenschaft,1960,Verteilnetz,Filteranlage Lengg,
761,8.558756622,47.37601751,"E8°33'31.52","N47°22'33.66",762,601,Brunnen in städtischer Liegenschaft,,Quellwasser,Schulhaus Fluntern,
762,8.582871662,47.40418736,"E8°34'58.33","N47°24'15.07",763,676.1,Brunnen in städtischer Liegenschaft,1957,Verteilnetz,Schulhaus Luchswiesen,
763,8.559185478,47.36942172,"E8°33'33.06","N47°22'9.918",764,331,öffentlicher Brunnen,1907,Quellwasser,,Q27230202
764,8.583435924,47.40423295,"E8°35'0.369","N47°24'15.23",765,676.2,Brunnen in städtischer Liegenschaft,1957,Verteilnetz,Schulhaus Luchswiesen,
765,8.552245603,47.40892489,"E8°33'8.084","N47°24'32.12",766,1124,privater Brunnen,1986,Verteilnetz,,
766,8.602464238,47.35671197,"E8°36'8.871","N47°21'24.16",767,345,öffentlicher Brunnen,1932,Quellwasser,Witikon,
767,8.525204453,47.36860182,"E8°31'30.73","N47°22'6.966",768,199.1,öffentlicher Brunnen,1931,Verteilnetz,,
768,8.508657006,47.35572941,"E8°30'31.16","N47°21'20.62",769,767,privater Brunnen,1954,Verteilnetz,,Q27230105
769,8.563634383,47.3793286,"E8°33'49.08","N47°22'45.58",770,1000,privater Brunnen,,Verteilnetz,,
770,8.486935689,47.37382474,"E8°29'12.96","N47°22'25.76",771,1009,privater Brunnen,1977,Verteilnetz,Altersheim,
771,8.497135873,47.36971734,"E8°29'49.68","N47°22'10.98",772,1010,Brunnen in städtischer Liegenschaft,1977,Verteilnetz,Städtische Ueberbauung,
772,8.509855015,47.38034912,"E8°30'35.47","N47°22'49.25",773,1011,Brunnen in städtischer Liegenschaft,1977,Verteilnetz,Überbauung Hardau,
773,8.554493885,47.35929492,"E8°33'16.17","N47°21'33.46",774,1012,Brunnen in städtischer Liegenschaft,1977,Verteilnetz,Überbauung Bodmergut,
774,8.514976755,47.3259268,"E8°30'53.91","N47°19'33.33",775,1016,Brunnen in städtischer Liegenschaft,1977,Verteilnetz,Altersheim Mittelleimbach,
775,8.488796217,47.39662624,"E8°29'19.66","N47°23'47.85",776,1017,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Grünau,
776,8.532742439,47.33273745,"E8°31'57.87","N47°19'57.85",777,1020,Brunnen in städtischer Liegenschaft,,Verteilnetz,Schulhaus Neubühl,
777,8.487752999,47.35216216,"E8°29'15.91","N47°21'7.783",778,1021,privater Brunnen,,Verteilnetz,bei Station Uetliberg,
778,8.568725676,47.35385837,"E8°34'7.412","N47°21'13.89",779,1022,privater Brunnen,,Verteilnetz,Klinik Burghölzli,
779,8.490293099,47.39556501,"E8°29'25.05","N47°23'44.03",780,1025,Brunnen in städtischer Liegenschaft,1979,Verteilnetz,bei Alterssiedlung Grünau,
780,8.553722258,47.35888389,"E8°33'13.40","N47°21'31.98",781,1028,Brunnen in städtischer Liegenschaft,1978,Verteilnetz,Freizeitanlage Bodmergut,
781,8.5244308,47.34045547,"E8°31'27.95","N47°20'25.63",782,1029,privater Brunnen,,Verteilnetz,Kantonale Gehörlosen-Schule,
782,8.510201402,47.4189081,"E8°30'36.72","N47°25'8.069",783,1031,privater Brunnen,1979,Verteilnetz,,
783,8.51405644,47.42331725,"E8°30'50.60","N47°25'23.94",784,1032,Brunnen in städtischer Liegenschaft,1979,Verteilnetz,Primarschulhaus Isengrind,
784,8.544853501,47.42072372,"E8°32'41.47","N47°25'14.60",785,1034,Brunnen in städtischer Liegenschaft,1979,Verteilnetz,bei Schulschwimmanlage Buhn,
785,8.531238149,47.33300912,"E8°31'52.45","N47°19'58.83",786,1035,Brunnen in städtischer Liegenschaft,1979,Verteilnetz,Seewasserwerk Moos,
786,8.516160963,47.33270934,"E8°30'58.17","N47°19'57.75",787,1036,privater Brunnen,1979,Verteilnetz,bei Kirche,
787,8.564290538,47.36481007,"E8°33'51.44","N47°21'53.31",788,1037.1,Brunnen in städtischer Liegenschaft,1979,Verteilnetz,Altersheim,
788,8.564798396,47.36440853,"E8°33'53.27","N47°21'51.87",789,1037.2,Brunnen in städtischer Liegenschaft,1979,Verteilnetz,Altersheim,
789,8.5653436,47.36447392,"E8°33'55.23","N47°21'52.10",790,1037.3,Brunnen in städtischer Liegenschaft,1979,Verteilnetz,Altersheim,
